Seizoen,Speeldag,Datum,Tijdstip,Match_ID,Thuisploeg_stamnummer,Thuisploeg_roepnaam,Uitploeg_stamnummer,Uitploeg_roepnaam,Resultaat_Thuisploeg,Resultaat_Uitploeg
1972-1973,30,1973-05-06,15:00,4011315,30,Lierse SK,16,Standard Luik,1,1
1972-1973,30,1973-05-06,15:00,4011316,35,RSC Anderlecht,522,Beringen FC,2,0
1972-1973,30,1973-05-06,15:00,4011317,41,KFC Diest,1,Royal Antwerp FC,2,0
1972-1973,30,1973-05-06,15:00,4011318,13,Beerschot,10,Union Saint-Gilloise,1,1
1973-1974,1,1973-08-31,20:00,4011323,30,Lierse SK,522,Beringen FC,4,1
1973-1974,1,1973-09-01,16:00,4011327,41,KFC Diest,13,Beerschot,1,1
1973-1974,1,1973-09-01,16:00,4011328,28,Berchem Sport,373,Sint-Truidense VV,2,1
1973-1974,1,1973-09-01,20:00,4011324,16,Standard Luik,12,Cercle Brugge,2,0
1973-1974,1,1973-09-01,20:00,4011325,35,RSC Anderlecht,4451,KSV Waregem,3,1
1973-1974,1,1973-09-01,20:00,4011326,1,Royal Antwerp FC,25,KV Mechelen,0,2
1973-1974,1,1973-09-01,20:00,4011329,2300,KSK Beveren,4,RFC Luik,2,2
1973-1974,1,1973-09-01,20:00,4011330,3,Club Brugge,47,RWD Molenbeek,0,0
1973-1974,2,1973-09-08,19:30,4011334,373,Sint-Truidense VV,30,Lierse SK,1,1
1973-1974,2,1973-09-08,20:00,4011331,13,Beerschot,16,Standard Luik,2,2
1973-1974,2,1973-09-08,20:00,4011332,47,RWD Molenbeek,28,Berchem Sport,4,0
1973-1974,2,1973-09-08,20:00,4011333,25,KV Mechelen,41,KFC Diest,1,1
1973-1974,2,1973-09-09,15:00,4011335,12,Cercle Brugge,35,RSC Anderlecht,3,1
1973-1974,2,1973-09-09,15:00,4011336,4451,KSV Waregem,1,Royal Antwerp FC,0,0
1973-1974,2,1973-09-09,15:00,4011337,522,Beringen FC,2300,KSK Beveren,1,1
1973-1974,2,1973-09-09,15:00,4011338,4,RFC Luik,3,Club Brugge,2,1
1973-1974,3,1973-09-15,20:00,4011339,16,Standard Luik,25,KV Mechelen,1,0
1973-1974,3,1973-09-15,20:00,4011340,47,RWD Molenbeek,1,Royal Antwerp FC,2,0
1973-1974,3,1973-09-15,20:00,4011341,3,Club Brugge,4451,KSV Waregem,6,1
1973-1974,3,1973-09-15,20:00,4011342,373,Sint-Truidense VV,4,RFC Luik,1,1
1973-1974,3,1973-09-16,15:00,4011343,41,KFC Diest,35,RSC Anderlecht,2,3
1973-1974,3,1973-09-16,15:00,4011344,30,Lierse SK,13,Beerschot,0,0
1973-1974,3,1973-09-16,15:00,4011345,28,Berchem Sport,522,Beringen FC,2,0
1973-1974,3,1973-09-16,15:00,4011346,2300,KSK Beveren,12,Cercle Brugge,0,0
1973-1974,4,1973-09-22,20:00,4011347,13,Beerschot,3,Club Brugge,0,2
1973-1974,4,1973-09-23,15:00,4011348,1,Royal Antwerp FC,16,Standard Luik,2,1
1973-1974,4,1973-09-23,15:00,4011349,35,RSC Anderlecht,373,Sint-Truidense VV,3,0
1973-1974,4,1973-09-23,15:00,4011350,12,Cercle Brugge,28,Berchem Sport,3,1
1973-1974,4,1973-09-23,15:00,4011351,522,Beringen FC,47,RWD Molenbeek,0,3
1973-1974,4,1973-09-23,15:00,4011352,25,KV Mechelen,2300,KSK Beveren,2,1
1973-1974,4,1973-09-23,15:00,4011353,4451,KSV Waregem,41,KFC Diest,3,2
1973-1974,4,1973-09-23,15:00,4011354,4,RFC Luik,30,Lierse SK,4,0
1973-1974,5,1973-09-29,20:00,4011355,2300,KSK Beveren,41,KFC Diest,3,0
1973-1974,5,1973-09-29,20:00,4011356,373,Sint-Truidense VV,3,Club Brugge,1,1
1973-1974,5,1973-09-29,20:00,4011357,30,Lierse SK,25,KV Mechelen,2,2
1973-1974,5,1973-09-30,15:00,4011358,16,Standard Luik,35,RSC Anderlecht,1,0
1973-1974,5,1973-09-30,15:00,4011359,12,Cercle Brugge,1,Royal Antwerp FC,1,1
1973-1974,5,1973-09-30,15:00,4011360,47,RWD Molenbeek,13,Beerschot,2,2
1973-1974,5,1973-09-30,15:00,4011361,28,Berchem Sport,4451,KSV Waregem,0,0
1973-1974,5,1973-09-30,15:00,4011362,522,Beringen FC,4,RFC Luik,2,1
1973-1974,6,1973-10-06,20:00,4011363,13,Beerschot,373,Sint-Truidense VV,0,2
1973-1974,6,1973-10-06,20:00,4011364,3,Club Brugge,28,Berchem Sport,2,2
1973-1974,6,1973-10-06,20:00,4011365,25,KV Mechelen,522,Beringen FC,1,0
1973-1974,6,1973-10-07,15:00,4011366,16,Standard Luik,4,RFC Luik,2,1
1973-1974,6,1973-10-07,15:00,4011367,35,RSC Anderlecht,47,RWD Molenbeek,2,2
1973-1974,6,1973-10-07,15:00,4011368,1,Royal Antwerp FC,2300,KSK Beveren,0,1
1973-1974,6,1973-10-07,15:00,4011369,4451,KSV Waregem,12,Cercle Brugge,3,2
1973-1974,6,1973-10-07,15:00,4011370,41,KFC Diest,30,Lierse SK,4,1
1973-1974,7,1973-10-13,20:00,4011371,373,Sint-Truidense VV,1,Royal Antwerp FC,1,1
1973-1974,7,1973-10-13,20:00,4011372,30,Lierse SK,3,Club Brugge,1,0
1973-1974,7,1973-10-13,20:00,4011373,47,RWD Molenbeek,4451,KSV Waregem,2,2
1973-1974,7,1973-10-14,15:00,4011374,2300,KSK Beveren,16,Standard Luik,2,1
1973-1974,7,1973-10-14,15:00,4011375,28,Berchem Sport,35,RSC Anderlecht,1,4
1973-1974,7,1973-10-14,15:00,4011376,4,RFC Luik,13,Beerschot,4,2
1973-1974,7,1973-10-14,15:00,4011377,522,Beringen FC,41,KFC Diest,1,0
1973-1974,7,1973-10-14,15:00,4011378,12,Cercle Brugge,25,KV Mechelen,2,2
1973-1974,8,1973-10-20,20:00,4011379,35,RSC Anderlecht,522,Beringen FC,5,1
1973-1974,8,1973-10-20,20:00,4011380,25,KV Mechelen,28,Berchem Sport,3,1
1973-1974,8,1973-10-20,20:00,4011381,3,Club Brugge,12,Cercle Brugge,3,1
1973-1974,8,1973-10-21,15:00,4011382,16,Standard Luik,47,RWD Molenbeek,0,2
1973-1974,8,1973-10-21,15:00,4011383,1,Royal Antwerp FC,13,Beerschot,3,0
1973-1974,8,1973-10-21,15:00,4011384,2300,KSK Beveren,373,Sint-Truidense VV,1,1
1973-1974,8,1973-10-21,15:00,4011385,41,KFC Diest,4,RFC Luik,2,2
1973-1974,8,1973-10-21,15:00,4011386,4451,KSV Waregem,30,Lierse SK,2,1
1973-1974,9,1973-11-10,20:00,4011387,13,Beerschot,35,RSC Anderlecht,0,3
1973-1974,9,1973-11-10,20:00,4011388,373,Sint-Truidense VV,4451,KSV Waregem,0,2
1973-1974,9,1973-11-11,15:00,4011389,522,Beringen FC,16,Standard Luik,0,0
1973-1974,9,1973-11-11,15:00,4011390,28,Berchem Sport,1,Royal Antwerp FC,0,3
1973-1974,9,1973-11-11,15:00,4011391,30,Lierse SK,2300,KSK Beveren,0,0
1973-1974,9,1973-11-11,15:00,4011392,4,RFC Luik,12,Cercle Brugge,2,1
1973-1974,9,1973-11-11,15:00,4011393,3,Club Brugge,41,KFC Diest,1,0
1973-1974,9,1973-11-11,15:00,4011394,47,RWD Molenbeek,25,KV Mechelen,1,0
1973-1974,10,1973-11-24,15:00,4011399,41,KFC Diest,47,RWD Molenbeek,0,0
1973-1974,10,1973-11-24,20:00,4011395,35,RSC Anderlecht,4,RFC Luik,3,0
1973-1974,10,1973-11-24,20:00,4011396,1,Royal Antwerp FC,30,Lierse SK,1,0
1973-1974,10,1973-11-24,20:00,4011397,4451,KSV Waregem,13,Beerschot,3,1
1973-1974,10,1973-11-24,20:00,4011398,2300,KSK Beveren,28,Berchem Sport,3,1
1973-1974,10,1973-11-25,15:00,4011400,16,Standard Luik,373,Sint-Truidense VV,3,1
1973-1974,10,1973-11-25,15:00,4011401,12,Cercle Brugge,522,Beringen FC,2,0
1973-1974,10,1973-11-25,15:00,4011402,25,KV Mechelen,3,Club Brugge,2,1
1973-1974,11,1974-02-23,20:00,4011483,373,Sint-Truidense VV,25,KV Mechelen,1,1
1973-1974,11,1974-02-24,15:00,4011484,3,Club Brugge,16,Standard Luik,4,2
1973-1974,11,1974-02-24,15:00,4011485,30,Lierse SK,35,RSC Anderlecht,1,1
1973-1974,11,1974-02-24,15:00,4011486,28,Berchem Sport,41,KFC Diest,3,0
1973-1974,11,1974-02-24,15:00,4011487,47,RWD Molenbeek,12,Cercle Brugge,3,0
1973-1974,11,1974-04-11,20:00,4011536,13,Beerschot,2300,KSK Beveren,1,1
1973-1974,11,1974-04-12,15:00,4011537,522,Beringen FC,1,Royal Antwerp FC,4,1
1973-1974,11,1974-04-14,15:00,4011538,4,RFC Luik,4451,KSV Waregem,1,1
1973-1974,12,1973-12-08,14:30,4011409,41,KFC Diest,373,Sint-Truidense VV,1,0
1973-1974,12,1973-12-08,18:00,4011407,4451,KSV Waregem,522,Beringen FC,1,1
1973-1974,12,1973-12-08,20:00,4011403,16,Standard Luik,28,Berchem Sport,0,0
1973-1974,12,1973-12-08,20:00,4011404,35,RSC Anderlecht,3,Club Brugge,2,0
1973-1974,12,1973-12-08,20:00,4011405,1,Royal Antwerp FC,4,RFC Luik,1,0
1973-1974,12,1973-12-08,20:00,4011406,25,KV Mechelen,13,Beerschot,0,0
1973-1974,12,1973-12-08,20:00,4011408,2300,KSK Beveren,47,RWD Molenbeek,1,0
1973-1974,12,1973-12-09,15:00,4011410,12,Cercle Brugge,30,Lierse SK,2,3
1973-1974,13,1973-12-15,14:30,4011416,41,KFC Diest,12,Cercle Brugge,3,4
1973-1974,13,1973-12-15,18:00,4011415,4451,KSV Waregem,2300,KSK Beveren,1,0
1973-1974,13,1973-12-15,20:00,4011411,30,Lierse SK,16,Standard Luik,1,2
1973-1974,13,1973-12-15,20:00,4011412,35,RSC Anderlecht,1,Royal Antwerp FC,3,1
1973-1974,13,1973-12-15,20:00,4011413,13,Beerschot,28,Berchem Sport,1,0
1973-1974,13,1973-12-15,20:00,4011414,3,Club Brugge,522,Beringen FC,5,0
1973-1974,13,1973-12-15,20:00,4011417,4,RFC Luik,25,KV Mechelen,0,0
1973-1974,13,1973-12-15,20:00,4011418,373,Sint-Truidense VV,47,RWD Molenbeek,0,0
1973-1974,14,1973-12-22,20:00,4011419,28,Berchem Sport,30,Lierse SK,3,3
1973-1974,14,1973-12-23,14:30,4011423,522,Beringen FC,13,Beerschot,1,4
1973-1974,14,1973-12-23,15:00,4011420,16,Standard Luik,4451,KSV Waregem,2,2
1973-1974,14,1973-12-23,15:00,4011421,25,KV Mechelen,35,RSC Anderlecht,0,0
1973-1974,14,1973-12-23,15:00,4011422,1,Royal Antwerp FC,41,KFC Diest,2,2
1973-1974,14,1973-12-23,15:00,4011424,2300,KSK Beveren,3,Club Brugge,0,0
1973-1974,14,1973-12-23,15:00,4011425,12,Cercle Brugge,373,Sint-Truidense VV,3,0
1973-1974,14,1973-12-23,15:00,4011426,47,RWD Molenbeek,4,RFC Luik,1,0
1973-1974,15,1974-01-05,14:30,4011427,41,KFC Diest,16,Standard Luik,2,0
1973-1974,15,1974-01-05,15:00,4011433,30,Lierse SK,47,RWD Molenbeek,1,1
1973-1974,15,1974-01-05,18:00,4011429,3,Club Brugge,1,Royal Antwerp FC,0,4
1973-1974,15,1974-01-05,19:00,4011434,4451,KSV Waregem,25,KV Mechelen,1,0
1973-1974,15,1974-01-05,20:00,4011428,35,RSC Anderlecht,2300,KSK Beveren,1,1
1973-1974,15,1974-01-05,20:00,4011430,13,Beerschot,12,Cercle Brugge,3,1
1973-1974,15,1974-01-05,20:00,4011431,4,RFC Luik,28,Berchem Sport,1,3
1973-1974,15,1974-01-05,20:00,4011432,373,Sint-Truidense VV,522,Beringen FC,1,2
1973-1974,16,1974-01-12,14:30,4011440,522,Beringen FC,30,Lierse SK,0,2
1973-1974,16,1974-01-12,19:00,4011436,4451,KSV Waregem,35,RSC Anderlecht,2,4
1973-1974,16,1974-01-12,20:00,4011441,4,RFC Luik,2300,KSK Beveren,4,2
1973-1974,16,1974-01-12,20:00,4011442,47,RWD Molenbeek,3,Club Brugge,3,1
1973-1974,16,1974-01-12,20:00,4011435,12,Cercle Brugge,16,Standard Luik,1,1
1973-1974,16,1974-01-12,20:00,4011437,25,KV Mechelen,1,Royal Antwerp FC,0,2
1973-1974,16,1974-01-12,20:00,4011438,13,Beerschot,41,KFC Diest,4,2
1973-1974,16,1974-01-12,20:00,4011439,373,Sint-Truidense VV,28,Berchem Sport,1,1
1973-1974,17,1974-01-19,20:00,4011443,35,RSC Anderlecht,12,Cercle Brugge,3,1
1973-1974,17,1974-01-19,20:00,4011444,28,Berchem Sport,47,RWD Molenbeek,3,1
1973-1974,17,1974-01-20,15:00,4011449,41,KFC Diest,25,KV Mechelen,3,3
1973-1974,17,1974-01-20,15:00,4011450,30,Lierse SK,373,Sint-Truidense VV,3,3
1973-1974,17,1974-01-20,15:00,4011445,16,Standard Luik,13,Beerschot,2,1
1973-1974,17,1974-01-20,15:00,4011446,1,Royal Antwerp FC,4451,KSV Waregem,5,2
1973-1974,17,1974-01-20,15:00,4011447,2300,KSK Beveren,522,Beringen FC,0,0
1973-1974,17,1974-01-20,15:00,4011448,3,Club Brugge,4,RFC Luik,2,3
1973-1974,18,1974-01-25,20:00,4011451,1,Royal Antwerp FC,47,RWD Molenbeek,3,2
1973-1974,18,1974-01-26,15:00,4011455,522,Beringen FC,28,Berchem Sport,0,0
1973-1974,18,1974-01-26,19:00,4011456,4451,KSV Waregem,3,Club Brugge,2,2
1973-1974,18,1974-01-26,20:00,4011452,25,KV Mechelen,16,Standard Luik,2,1
1973-1974,18,1974-01-26,20:00,4011453,35,RSC Anderlecht,41,KFC Diest,2,1
1973-1974,18,1974-01-26,20:00,4011454,13,Beerschot,30,Lierse SK,2,0
1973-1974,18,1974-01-26,20:00,4011457,4,RFC Luik,373,Sint-Truidense VV,4,0
1973-1974,18,1974-01-27,15:00,4011458,12,Cercle Brugge,2300,KSK Beveren,2,0
1973-1974,19,1974-02-02,15:00,4011464,41,KFC Diest,4451,KSV Waregem,3,1
